id,lat,lng,original_city,city,country,sr,price
636868,40.7613716125,-73.9913024902,1,R1,231,S,365000
571639,25.6926729,-80.1589948,256,R4,231,S,2190000
791105,40.7157821655,-73.9640045166,3,R2,231,S,4500000
587849,40.7140197754,-74.0126800537,1,R1,231,S,3500000
787857,40.823474884,-73.9425430298,1,R1,231,S,820000
535902,34.031744,-118.494123,1032,R12,231,S,1899999
503866,34.101276,-118.327091,2091,R12,231,S,975000
768827,40.7603378296,-73.9845123291,1,R1,231,S,1698000
752284,40.751044,-74.054399,2502,R15,231,S,274900
414699,40.7723808289,-73.959197998,1,R1,231,S,3475000
765207,40.7716317,-74.0181446,2504,R15,231,S,1294000
459320,34.053771,-118.382389,2091,R12,231,S,1425000
508804,25.9856445,-80.118665,112,R4,231,R,5000
557357,25.9719436,-80.12451,109,R4,231,S,545000
725677,40.761882782,-73.9770202637,1,R1,231,S,430000
802213,34.0397266,-118.6417705,1019,R12,231,S,3500000
245546,40.895740509,-73.9052352905,88,R9,231,S,3200000
575044,40.7691955566,-73.9688110352,1,R1,231,S,29950000
793875,40.7970962524,-73.9624099731,1,R1,231,S,799000
685714,40.7338104248,-73.9960098267,1,R1,231,S,59500000
345801,40.7833900452,-73.971244812,1,R1,231,S,9200000
687946,40.7361335754,-74.0077362061,1,R1,231,S,8650000
683263,40.7657241821,-73.9652023315,1,R1,231,S,13500000
654648,40.7758789062,-73.96144104,1,R1,231,S,10000000
695229,40.6683807373,-73.9378356934,3,R2,231,S,1695000
701619,40.5984649658,-73.9482879639,3,R2,231,S,1299000
697420,40.7726478577,-73.9657363892,1,R1,231,S,37000000
344068,40.7828063965,-73.9590148926,1,R1,231,S,29950000
786906,40.7018222,-74.0938472,20,R15,231,S,245000
704191,40.7475624084,-73.9800415039,1,R1,231,S,4225000
247038,40.7296485901,-74.003112793,1,R1,231,S,7950000
798466,40.7528572083,-73.9666671753,1,R1,231,S,1625000
798465,40.8757629395,-73.876449585,88,R9,231,S,125000
798462,40.8162498474,-73.9379577637,1,R1,231,S,949000
798460,40.7614135742,-73.9822998047,1,R1,231,S,820000
597092,40.7365722656,-74.0046081543,1,R1,231,S,24500000
661320,40.738155365,-73.9969558716,1,R1,231,S,9000000
245918,40.775970459,-73.94896698,1,R1,231,S,6000000
354799,40.6951217651,-73.9935913086,3,R2,231,S,9500000
247070,40.7325553894,-73.9548110962,3,R2,231,S,14250000
245898,40.8249092102,-73.9472198486,1,R1,231,S,1700000
420947,40.6544952393,-74.0007324219,3,R2,231,S,2500000
347614,40.6575584412,-73.950592041,3,R2,231,S,1549000
259072,40.7576713562,-73.9601287842,1,R1,231,S,7495000
557226,40.7471313477,-73.9777984619,1,R1,231,S,5450000
733337,40.646474,-73.908526,3,R2,231,S,489000
752697,40.6043624878,-74.0180358887,3,R2,231,S,325000
794124,25.897905,-80.12352,102,R4,231,S,539000
796300,40.762412,-74.041826,2502,R15,231,S,499000
644741,40.7628707886,-73.9644775391,1,R1,231,S,12000000
724318,40.7927207947,-73.9754867554,1,R1,231,S,9900000
